"Ingredients","Generated Recipe"
"[""digestive biscuits"", ""butter"", ""Nutella"", ""hazelnuts"", ""sugar""]","Nutella Hazelnut Digestive Biscuit Butter Bars
Ingredients:

- 30 digestive biscuits
- 1/2 cup melted butter
- 1/2 cup Nutella
- 2/3 cup chopped hazelnuts
- 2 tablespoons sugar

Instructions:

1. Preheat oven to 350F. Line an 8x8 inch baking pan with parchment paper and set aside.

2. In a food processor, pulse the digestive biscuits until they become crumbs.

3. Place the crumbs in a bowl and mix with melted butter until combined.

4. Pour the crumb mixture into the prepared pan and press down evenly.

5. Bake for 10 minutes. 

6. Meanwhile, in a bowl, mix together the Nutella, hazelnuts and sugar.

7. When the biscuit base is done baking, remove from oven and spread the Nutella mixture over the top. 

8. Return the pan to the oven and bake for an additional 10 minutes.

9. Allow the bars to cool completely before slicing and serving. Enjoy!"
"[""unsalted butter"", ""Batter"", ""ground ginger"", ""ground cloves"", ""ground cinnamon"", ""Orange Sauce"", ""water"", ""cornstarch"", ""orange juice concentrate"", ""sugar"", ""unsalted butter"", ""vanilla beans"", ""oranges""]","Orange Spice Cookies

Ingredients:

- 1 cup unsalted butter, softened
- 1/2 cup Batter
- 1 teaspoon ground ginger
- 1 teaspoon ground cloves
- 1 teaspoon ground cinnamon
- 1/2 cup Orange Sauce
- 1/4 cup water
- 2 tablespoons cornstarch
- 1/4 cup orange juice concentrate
- 1/4 cup sugar
- 2 tablespoons unsalted butter, melted
- 2 teaspoons vanilla bean paste
- 2 oranges, peeled and chopped

Instructions:

1. Preheat oven to 350 degrees F.

2. In a medium bowl, cream together the butter and Batter until combined.

3. Add in the ground ginger, cloves, cinnamon, orange sauce, water, cornstarch, orange juice concentrate, and sugar and mix until blended.

4. In a small bowl, combine the melted butter and vanilla bean paste.

5. Slowly stir the wet ingredients into the dry ingredients until a thick dough forms.

6. Fold in the oranges.

7. Scoop the dough onto lightly greased baking sheets and bake for 15-20 minutes or until golden brown.

8. Allow to cool before serving. Enjoy!"
"[""sugar"", ""butter"", ""vanilla"", ""white syrup"", ""eggs"", ""pecans""]","Vanilla Pecan Syrup Waffles

Ingredients:

- 2 large eggs
- 1/4 cup butter, melted
- 1 tsp vanilla extract
- 1/2 cup white sugar
- 1/2 cup all-purpose flour
- 2 tsp baking powder
- 1/2 teaspoon salt
- 3/4 cup milk
- 1/2 cup pecans, chopped
- 1/4 cup white syrup

Instructions:

1. In a medium bowl, whisk together the eggs, melted butter, vanilla extract, and sugar until light and creamy.

2. In a separate bowl, sift together the flour, baking powder, and salt.

3. Add the dry ingredients to the wet ingredients, stirring just until combined.

4. Add the milk and stir until fully incorporated.

5. Fold in the pecans.

6. Heat a waffle iron according to manufacturer's instructions.

7. Grease the iron with butter or nonstick cooking spray.

8. Spoon the batter into the preheated iron, spreading it out evenly.

9. Cook the waffle for about 4 minutes, or until golden brown.

10. Remove the waffle from the iron and transfer it to a plate.

11. Drizzle the waffle with the white syrup and serve. Enjoy!"
"[""Milk"", ""Coconut milk"", ""brown sugar"", ""Gelatin"", ""Water""]","Coconut Milk Jelly

Ingredients: 

- 1 cup Coconut Milk
- 1/4 cup Brown Sugar 
- 2 tablespoons Gelatin 
- 1/2 cup Water

Instructions:

1. In a small saucepan, heat coconut milk and brown sugar over medium heat and stir to dissolve the sugar.

2. Once the mixture is warm, stir in the gelatin until fully dissolved.

3. Add water and stir until combined.

4. Pour the mixture into molds or a baking dish and refrigerate for at least 4 hours or until set. 

5. Cut into cubes and enjoy!"
"[""red pepper"", ""vodka"", ""shallots"", ""extra virgin olive oil"", ""heavy cream"", ""butter"", ""tomatoes"", ""pasta""]","Vodka, Shallot, and Extra Virgin Olive Oil Pasta

Ingredients:

- 1/2 cup shallots, finely chopped
- 2 tablespoons extra virgin olive oil
- 1/4 cup vodka
- 1/2 cup heavy cream
- 2 tablespoons butter
- 2 tomatoes, diced
- Salt and pepper, to taste
- 3 cups cooked pasta
- Red pepper flakes, for garnish

Instructions:

1. In a large skillet, heat olive oil over medium heat.

2. Add shallots and cook until softened, about 5 minutes.

3. Add vodka and bring to a boil.

4. Reduce heat to simmer and stir in heavy cream.

5. Simmer for 2 minutes, or until sauce has thickened.

6. Add butter and diced tomatoes, season with salt and pepper.

7. Allow the sauce to simmer for another 5 minutes.

8. Add the cooked pasta to the sauce and toss to combine.

9. Serve hot, garnished with red pepper flakes. Enjoy!"
"[""shrimp"", ""cognac"", ""lemon juice"", ""heavy cream"", ""horseradish"", ""mustard"", ""sugar"", ""ketchup""]","Shrimp Cog nac Lemon Juice Sauce:

Ingredients:

- 3 tablespoons of heavy cream
- 2 tablespoons of horseradish
- 2 tablespoons of mustard
- 2 tablespoons of sugar
- 2 tablespoons of ketchup
- 1 pound of shrimp, peeled and deveined
- 4 tablespoons of cognac
- 4 tablespoons of freshly squeezed lemon juice

Instructions:

1. In a medium saucepan, heat the heavy cream over medium heat.

2. Once the cream is hot, add the horseradish, mustard, sugar, and ketchup. Whisk until combined.

3. Lower the heat to low and simmer for 10 minutes.

4. Add the shrimp, cognac, and lemon juice. Continue cooking for 5-7 minutes or until the shrimp are cooked through.

5. Serve the shrimp and sauce over cooked white rice. Enjoy!"
"[""white sugar"", ""butter"", ""eggs"", ""vanilla"", ""flour"", ""ground cinnamon"", ""baking powder"", ""baking soda"", ""salt"", ""ground nutmeg"", ""buttermilk"", ""Maple Buttercream Frosting"", ""butter"", ""shortening"", ""maple syrup"", ""salt"", ""sugar"", ""bacon"", ""sugar""]","Maple Buttercream Frosting Bacon Cupcakes

Ingredients:

- 2 cups white sugar
- 1 cup butter, softened
- 3 eggs
- 2 teaspoons vanilla extract
- 2 cups all-purpose flour 
- 2 teaspoon ground cinnamon 
- 1 teaspoon baking powder
- 1 teaspoon baking soda
- ½ teaspoon salt
- ¼ teaspoon ground nutmeg
- 1 cup buttermilk
- ½ cup shortening
- ½ cup maple syrup

For the Maple Buttercream Frosting:

- 1 cup butter, softened
- 3 tablespoons maple syrup
- ½ teaspoon salt
- 2 cups confectioners’ sugar
- 4 bacon strips, cooked and crumbled

Instructions:

1. Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9 inch round baking pans.

2. In a large bowl, cream together the sugar and butter until fluffy. Beat in the eggs one at a time, then stir in the vanilla. Combine the flour, cinnamon, baking powder, baking soda, salt and nutmeg; gradually stir into the creamed mixture alternately with the buttermilk.

3. Pour the batter into the prepared pans. Bake for 25 to 30 minutes in the preheated oven, or until a toothpick inserted into the cake comes out clean. Let cool in the pan for 10 minutes, then turn out onto a wire rack and cool completely.

4. For the frosting, cream together the butter, maple syrup, and salt until light and fluffy. Gradually add the sugar and beat until smooth. Stir in the crumbled bacon. Spread the frosting over the cooled cupcakes. Enjoy!"
"[""chicken breasts"", ""butter"", ""flour"", ""milk"", ""mustard"", ""horseradish"", ""honey"", ""lemon juice""]","Butter Chicken Breasts with Horseradish Honey Mustard Sauce

Ingredients:

2 chicken breasts, butterflied

1/4 cup all-purpose flour

1/4 cup melted butter

1/4 cup milk

2 tablespoons horseradish

2 tablespoons honey

2 tablespoons mustard

2 tablespoons lemon juice

Salt and pepper to taste

Instructions:

1. Preheat the oven to 375 degrees F (190 C).

2. Place the chicken breasts onto a baking sheet.

3. In a shallow bowl, mix together the flour, melted butter, and milk until it forms a paste.

4. Spread the paste over the chicken breasts evenly.

5. Bake in the preheated oven for 25 minutes, or until the chicken is cooked through.

6. Meanwhile, in a small bowl, mix together the horseradish, honey, mustard, and lemon juice until combined.

7. Once the chicken is cooked, remove from the oven and spoon the horseradish honey mustard sauce over the top. Serve immediately."
"[""butter"", ""currants"", ""dark brown sugar"", ""lemon"", ""ground nutmeg"", ""ground cinnamon"", ""ground cloves"", ""pastry"", ""egg white"", ""sugar""]","Lemon Curd Tart

Ingredients:

- 1/2 cup (1 stick) butter, melted
- 2/3 cup currants
- 2 tablespoons dark brown sugar
- Juice of 1 lemon
- Zest of 1 lemon
- 2 tablespoons ground nutmeg
- 1 teaspoon ground cinnamon
- 1/4 teaspoon ground cloves
- 1 package store-bought pastry dough
- 2 egg whites
- 2 tablespoons sugar

Instructions:

1. Preheat oven to 375 degrees F.

2. In a medium bowl, mix together the melted butter, currants, dark brown sugar, lemon juice and zest, nutmeg, cinnamon, and cloves until well combined. Set aside.

3. On a lightly floured surface, roll out the pastry dough into a 10-inch circle. Place the dough in a 9-inch tart pan with a removable bottom and press the dough into the pan.

4. Spread the butter mixture evenly over the dough.

5. In a small bowl, whisk together the egg whites and sugar until frothy. Spread this mixture over the butter mixture.

6. Bake for 25-30 minutes, or until the pastry is golden brown and the custard is set.

7. Allow to cool before removing from the pan and serving. Enjoy!"
"[""sweet paprika"", ""green pepper"", ""tomatoes"", ""onion"", ""olive oil"", ""bay leaf"", ""potatoes"", ""garlic"", ""pimientos"", ""green peas""]","Sweet Paprika Green Pepper and Tomato Rice

Ingredients:

- 1 cup medium-grain white rice
- 3 tablespoons sweet paprika
- 2 cups water
- 1 green pepper, diced
- 2 tomatoes, chopped
- 1 onion, chopped
- 2 tablespoons olive oil
- 1 bay leaf
- 2 potatoes, cubed
- 2 cloves garlic, minced
- 1 teaspoon pimentos, chopped
- 1/2 cup green peas

Instructions:

1. In a large pot, heat the olive oil over medium heat.

2. Add the onion, garlic, and potatoes and cook until the vegetables are softened, about 5 minutes.

3. Add the sweet paprika, green pepper, tomato and bay leaf and cook for an additional 2 minutes.

4. Add the rice and stir to combine.

5. Pour in the water and bring the mixture to a boil. 

6. Reduce the heat to low and simmer until the rice is cooked, about 20 minutes.

7. Add the green peas and pimentos and stir to combine.

8. Remove from the heat and let sit for 5 minutes before serving."
"[""Italian salad dressing"", ""butter"", ""beer"", ""salt"", ""pepper"", ""Tabasco sauce"", ""shrimp""]","Italian Salad with Beer Butter Dressing 

Ingredients: 
- 4 tablespoons butter
- 1/4 cup beer
- 1 teaspoon salt
- 1/2 teaspoon pepper
- 1 tablespoon Tabasco sauce
- 6 cups salad greens
- 2 cups cooked shrimp

Directions: 
1. In a small saucepan, melt the butter over medium heat.

2. Once melted, whisk in the beer, salt, and pepper until well combined.

3. Remove from heat and stir in the Tabasco sauce.

4. Arrange the salad greens on a large platter.

5. Pour the beer butter dressing over the salad greens.

6. Top the salad with the cooked shrimp.

7. Serve immediately and enjoy!"
"[""vanilla wafers"", ""cream cheese"", ""cream cheese"", ""Splenda"", ""vanilla"", ""egg whites""]","Vanilla Wafer Cheesecake

Ingredients:

- 1 package of vanilla wafers
- 8 oz. cream cheese, softened
- ¼ cup Splenda
- 2 large eggs
- ½ teaspoon of vanilla extract
- 2 egg whites

Directions:

1. Preheat oven to 375 degrees F.

2. Line the bottom of an 8-inch springform pan with parchment paper and set aside.

3. Place the vanilla wafers in a food processor and process until they form fine crumbs.

4. In a medium bowl, beat together the cream cheese and Splenda until smooth.

5. Beat in the eggs one at a time until fully incorporated.

6. Fold in the vanilla extract and egg whites.

7. Spread the mixture over the prepared pan and sprinkle the cookie crumbs on top.

8. Bake for 25 to 30 minutes or until the cheesecake is set.

9. Cool completely before cutting into slices and serving. Enjoy!"
"[""pork"", ""brown sugar"", ""ketchup"", ""maple syrup""]","Pork and Brown Sugar Ketchup Maple Syrup

Ingredients:

- 1/2 pound pork tenderloin, cut into cubes
- 2 tablespoons brown sugar
- 1/4 cup ketchup
- 1/4 cup maple syrup

Instructions:

1. Preheat oven to 375°F.

2. Place pork cubes in a single layer on a baking sheet. Sprinkle with brown sugar.

3. Bake for 15 minutes, or until pork cubes are golden brown and cooked through.

4. Meanwhile, in a small saucepan over medium heat, combine ketchup and maple syrup. Heat until mixture begins to bubble, stirring frequently.

5. Remove pork from oven and pour maple syrup and ketchup mixture over pork cubes. Stir to coat.

6. Bake for an additional 5 minutes, or until pork is coated and glazed.

7. Serve pork cubes with remaining glaze as a side dish. Enjoy!"
"[""Coconut Milk"", ""Milk"", ""Milk"", ""Sugar"", ""Milk(full"", ""Eggs"", ""Salt"", ""Coconut"", ""Vanilla"", ""Aluminum cake"", ""mesh strainer""]","Coconut Milk Cake 

Ingredients: 
- 2 cups Coconut Milk 
- 2 cups Full Milk
- 2 Eggs
- ¼ teaspoon Salt
- ½ cup Sugar
- 2 teaspoons Vanilla Extract 
- 1 cup Aluminium Cake Flour
- Mesh Strainer

Instructions:
1. Preheat oven to 350°F
2. In a bowl, whisk together the coconut milk, full milk, eggs, salt, and sugar until fully incorporated.
3. Sift in the aluminium cake flour and mix until combined. 
4. Strain the batter through a mesh strainer then add the vanilla extract.
5. Grease an 8” cake pan with butter or nonstick spray and pour in the batter.
6. Bake for 30 minutes or until golden brown and a toothpick inserted into the center comes out clean. 
7. Let cool completely before serving. Enjoy!"
"[""white asparagus"", ""chicken"", ""butter"", ""bay leaf"", ""oranges"", ""salt"", ""extra virgin olive oil"", ""Freshly ground black pepper""]","Orange Glazed Asparagus and Chicken
Ingredients:
- 2 bunches of white asparagus, trimmed
- 2 chicken breasts, cut into cubes
- 1/4 cup butter
- 2 bay leaves
- 4 oranges, juiced
- 2 teaspoons salt
- 1 tablespoon extra virgin olive oil
- freshly ground black pepper
Instructions:

1. Preheat oven to 375F. On a baking tray, spread the asparagus and chicken cubes evenly.

2. In a small saucepan, melt the butter. Add the bay leaves and orange juice and bring to a simmer over medium heat. Simmer for 5 minutes then remove from heat.

3. Pour the orange glaze over the asparagus and chicken. Sprinkle with salt and pepper to taste.

4. Drizzle extra virgin olive oil over the pan.

5. Bake in preheated oven for 25-30 minutes, or until the asparagus is tender and the chicken is cooked through.

6. Serve warm. Enjoy!"
"[""woven wheat crackers"", ""deli"", ""CLAUSSEN Sauerkraut"", ""Swiss"", ""POUPON""]","Deli-Style Sauerkraut and Swiss Oven-Baked Cracker Plate 

Ingredients: 
- 1/2 cup Claussen Sauerkraut 
- 1/3 cup Swiss cheese, grated
- 1/4 cup poupon mustard 
- 8-10 wheat crackers 

Instructions: 
1. Preheat oven to 350 degrees F. 
2. Arrange the wheat crackers on a baking sheet and spread with poupon mustard. 
3. Top each cracker with sauerkraut and grated swiss cheese.
4. Bake in the preheated oven for 10 minutes.
5. Serve warm and enjoy!"
"[""unsalted butter"", ""brown sugar"", ""vanilla"", ""salt"", ""semi-sweet chocolate bits"", ""carrots"", ""eggs"", ""flour"", ""pecans""]","Carrot Pecan Chocolate Chip Blondies
Ingredients:

- ¾ cup unsalted butter, melted
- 1 cup light brown sugar, packed
- 2 teaspoons vanilla extract 
- ½ teaspoon salt
- 1 cup semi-sweet chocolate chips
- ½ cup grated carrots
- 2 large eggs
- 1 cup all-purpose flour
- ½ cup chopped pecans

Instructions: 

1. Preheat oven to 350°F (180°C) and lightly grease an 8x8 inch baking pan.

2. In a medium bowl, combine the melted butter and brown sugar together. Add vanilla extract and salt and mix together until combined.

3. Stir in the chocolate chips, carrots, eggs, and flour until just mixed. Gently fold in the pecans.

4. Pour the batter into the prepared baking pan and spread evenly.

5. Bake for 25 minutes or until the top is golden brown and a toothpick inserted into the center comes out clean. 

6. Let cool completely before slicing and serving. Enjoy!"
"[""beef flank"", ""onion"", ""olive oil"", ""vinegar"", ""oregano"", ""salt"", ""tomatoes"", ""onion"", ""serrano chilies"", ""avocados""]","Spanish Tortilla
Ingredients:
- 2 tablespoons olive oil
- 1 onion, chopped
- 2 cloves garlic, minced
- 2 tablespoons vinegar
- 1 teaspoon oregano
- 1 teaspoon salt
- 3 tomatoes, diced
- 5 eggs
- 1/4 cup Serrano chili peppers, chopped
- 1/2 avocado, diced

Instructions:
1. Heat the olive oil in a large skillet over medium-high heat.
2. Add the onion, garlic, and vinegar and cook until softened.
3. Add the oregano, salt, and tomatoes and cook for 5 minutes.
4. In a separate bowl, whisk together the eggs and chili peppers.
5. Pour the egg mixture into the skillet and cook for 5 minutes.
6. Flip the tortilla and cook for another 5 minutes.
7. Sprinkle with avocado before cutting and serving."
"[""mango"", ""salt"", ""brown sugar"", ""cider vinegar""]","Mango & Salt Brown Sugar Cider Vinegar Glaze
Ingredients:
- 2 tablespoons of mango, finely diced
- 1 teaspoon of salt
- 1/4 cup of brown sugar
- 1/4 cup of cider vinegar

Instructions:
1. In a medium bowl, mix together the mango, salt, and brown sugar until thoroughly combined.
2. Heat the cider vinegar in a small saucepan over medium heat until it reaches a simmer.
3. Add the mango-sugar mixture to the simmering vinegar and stir continuously for 3 minutes.
4. Remove the glaze from the heat and let cool before using."
"[""graham cracker crumbs"", ""sugar"", ""almonds"", ""cinnamon"", ""butter""]","Almond Cinnamon Graham Cracker Crumble
Ingredients: 
- 2 cups graham cracker crumbs
- 1/2 cup sugar
- 1/2 cup almonds, chopped
- 2 teaspoons ground cinnamon
- 1/2 cup butter, melted

Instructions: 
1. Preheat oven to 375°F (190°C).
2. In a medium bowl, combine graham cracker crumbs, sugar, almonds and cinnamon. Mix until combined.
3. Pour melted butter over crumb mixture and stir together with a fork or spoon until evenly moistened.
4. Spread mixture into an ungreased 8x8 inch pan.
5. Bake in preheated oven for 15-20 minutes or until golden brown.
6. Allow to cool before serving. Enjoy!"
"[""ricotta cheese"", ""ricotta cheese"", ""fresh oregano"", ""fresh basil"", ""eggs"", ""spaghetti sauce"", ""water"", ""vegetable protein"", ""garlic"", ""olive oil"", ""onion"", ""mixed mushrooms"", ""swiss chard"", ""pasta"", ""mozzarella cheese"", ""mozzarella cheese"", ""parmesan cheese"", ""salt"", ""ground pepper""]","Ricotta Cheese and Garlic Spaghetti
Ingredients:

- 2 tablespoons ricotta cheese
- 2 tablespoons fresh oregano
- 2 tablespoons fresh basil
- 4 eggs
- ½ cup spaghetti sauce
- ¼ cup water
- 1 cup vegetable protein (soy, tofu)
- 2 cloves garlic, minced
- 2 tablespoons olive oil
- 1 small onion, diced
- 1 cup mixed mushrooms
- ½ cup Swiss chard, chopped
- 8 ounces pasta
- 2 ounces mozzarella cheese, shredded
- 2 ounces parmesan cheese, shredded
- ½ teaspoon salt
- Freshly ground pepper

Instructions:

1. Bring a large pot of salted water to a boil over high heat.
2. Add the pasta and cook according to package directions.
3. Drain the pasta and set aside.
4. In a large skillet, heat the olive oil over medium-high heat.
5. Add the onion and garlic and sauté until the onion is soft, about 3 minutes.
6. Add the mushrooms and cook for an additional 2 minutes.
7. Add the Swiss chard and cook for an additional 2 minutes.
8. Add the ricotta cheese, oregano, and basil and stir to combine.
9. Add the spaghetti sauce and water and bring to a simmer.
10. Reduce the heat to low and simmer for 8 minutes.
11. Add the cooked pasta and stir to combine.
12. Add the mozzarella and parmesan cheese and stir to combine.
13. Taste and adjust seasoning with the salt and freshly ground pepper.
14. Serve hot. Enjoy!"
"[""bacon"", ""cream cheese"", ""spread"", ""blue cheese"", ""sherry"", ""water chestnuts"", ""onion"", ""pimiento""]","Bacon and Cream Cheese Stuffed Mushrooms
Ingredients:

- 12 fresh mushrooms
- 2 tablespoons butter
- 1/4 cup chopped bacon
- 3/4 cup cream cheese
- 2 tablespoons grated Parmesan cheese
- 2 tablespoons shredded blue cheese
- 2 tablespoons dry Sherry
- 2 tablespoons chopped water chestnuts
- 2 tablespoons chopped onion
- 2 tablespoons chopped pimento

Instructions:

1. Preheat oven to 350 degrees F.

2. Gently wash and dry mushrooms. Remove stems and carefully scoop out the centers with a spoon, leaving a well in each mushroom cap.

3. In a skillet over medium heat, melt the butter and add the bacon, cooking until browned.

4. Add the cream cheese, Parmesan cheese, blue cheese, Sherry, water chestnuts, onion, and pimento. Stir to combine.

5. Spoon the mixture into each mushroom cap and place them on a lightly greased baking sheet.

6. Bake in preheated oven for 20 minutes or until the tops are golden brown. Serve warm."
"[""white wine"", ""vegetable stock"", ""onions"", ""dill"", ""sage"", ""bay leaves"", ""lemons"", ""Kosher salt"", ""salmon filet"", ""dill"", ""horseradish"", ""lemon juice"", ""sour cream"", ""mayonnaise"", ""Kosher salt"", ""chives""]","Ingredients:

- 2 cups white wine
- 4 cups vegetable stock
- 1 large onion, finely chopped
- 2 tablespoons of freshly chopped dill
- 2 teaspoons of freshly chopped sage
- 2 bay leaves
- 3 lemons, zested and juiced
- 2 teaspoons of Koser salt
- 2 salmon filets
- 1 tablespoon of freshly minced horseradish
- 2 tablespoons of lemon juice
- 2 tablespoons of sour cream
- 2 tablespoons of mayonnaise
- 1 teaspoon of Koser salt
- 1/4 cup of chives, finely chopped

Instructions:

1. In a large pot, heat the white wine over medium heat until it comes to a simmer.

2. Add in the vegetable stock, onion, dill, sage, bay leaves, lemon zest and juice and cook for 10 minutes.

3. Add in the Koser salt, salmon filets and horseradish, stirring to combine.

4. Simmer for an additional 10 minutes or until the salmon is just cooked through.

5. Remove the salmon from the pot and set aside.

6. Add the lemon juice, sour cream, mayonnaise and Koser salt to the pot and simmer for another 5 minutes.

7. Return the salmon to the pot and stir in the chives.

8. Serve with steamed vegetables and crusty bread. Enjoy!"
"[""flour"", ""sugar"", ""milk"", ""baking powder"", ""butter"", ""peaches""]","Peach Flour Cake
Ingredients:

- 3 cups all-purpose flour
- 1 cup sugar
- 2 teaspoons baking powder
- 1/2 cup butter, melted
- 1 1/4 cup milk
- 1 teaspoon vanilla extract
- 2 cups chopped fresh or canned peaches

Instructions:

1. Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8-inch round cake pan.

2. In a large bowl, combine flour, sugar, and baking powder. Stir in melted butter and milk until blended. Add vanilla extract and mix until well combined. Fold in the chopped peaches.

3. Pour batter into the prepared cake pan. Bake for 40 to 45 minutes, or until a toothpick inserted into the center of the cake comes out clean.

4. Let cool before serving. Enjoy!"
"[""paprika"", ""salt"", ""onion powder"", ""white pepper"", ""cayenne pepper"", ""thyme"", ""garlic"", ""pepper"", ""chicken"", ""onion""]","Spicy Chicken with Onions Recipe

Ingredients:

- 2 tablespoons paprika
- 2 teaspoons salt
- 1 teaspoon onion powder
- 1 teaspoon white pepper
- 1 teaspoon cayenne pepper
- 1 teaspoon thyme
- 1 teaspoon garlic
- 1 teaspoon black pepper
- 2 boneless chicken breasts, cubed
- 2 medium onions, sliced

Instructions:

1. In a large bowl, mix together the paprika, salt, onion powder, white pepper, cayenne pepper, thyme, garlic, and black pepper.

2. Add the chicken cubes and onions to the bowl, and stir until evenly coated in the spices.

3. Heat a large skillet over medium-high heat and add the chicken and onion mixture. Cook, stirring occasionally, until the chicken is cooked through and the onions are tender, about 8 minutes.

4. Serve over rice, potatoes, or pasta and enjoy!"
"[""chicken breasts"", ""cream of chicken soup"", ""crackers"", ""butter"", ""cheese"", ""couscous""]","Chicken Breasts with Cream of Chicken Soup Gravy
Ingredients: 

- 2 chicken breasts 
- 1 can cream of chicken soup 
- Crackers 
- 2 tablespoons butter 
- 1/2 cup grated cheese 
- 2 tablespoons couscous 

Directions: 

1. Preheat oven to 375°F.

2. Place chicken breasts in a baking dish and bake for 30 minutes.

3. Meanwhile, prepare the cream of chicken soup gravy by melting the butter in a saucepan over medium heat. Add the can of cream of chicken soup and stir until combined.

4. Crush the crackers into small pieces and add to the soup mixture. Stir until all ingredients are well combined.

5. Once the chicken breasts are cooked, top them with the soup gravy. Sprinkle the grated cheese over the top of the chicken.

6. Place the baking dish back in the oven and cook for an additional 10 minutes, or until the cheese is melted and bubbly.

7. Serve the chicken breasts over couscous and enjoy!"
"[""sugar"", ""corn syrup"", ""whipping cream"", ""butter"", ""nuts"", ""vanilla""]","Sugar Cream Pecan Nougat: 
Ingredients:
- 1/2 cup sugar
- 1/4 cup corn syrup
- 1/2 cup whipping cream
- 2 tablespoons butter
- 1/2 cup chopped pecans
- 1 teaspoon vanilla extract 
Directions:
1. In a medium saucepan, combine the sugar and corn syrup. Stir over medium heat until the sugar has dissolved. 
2. Increase the heat to medium-high and bring the mixture to a boil. Boil for 6 to 8 minutes, stirring occasionally.
3. Remove the pan from the heat and stir in the cream, butter, pecans and vanilla. Allow the mixture to cool completely before pouring into an 8x8 inch baking dish that has been lightly greased. 
4. Refrigerate the mixture until it is firmly set. Once set, cut into squares and serve.  Enjoy!"
"[""pizza dough"", ""extra-virgin olive oil"", ""oregano"", ""butter"", ""chicken"", ""red onion"", ""garlic"", ""grill seasoning"", ""frozen spinach"", ""feta crumbles"", ""Salt"", ""mozzarella cheese"", ""red peppers"", ""olives"", ""arugula"", ""cucumber"", ""pepper""]","Grilled Chicken with Oregano-Feta Crumble

Ingredients:

- 2 tablespoons extra-virgin olive oil 
- 2 teaspoons oregano 
- 1 teaspoon butter 
- 4 boneless, skinless chicken breasts 
- 1/4 cup crumbled feta cheese 
- 1/4 teaspoon garlic powder 
- 1/4 teaspoon grill seasoning 
- 1/4 teaspoon red onion, finely diced 
- 1/4 cup frozen spinach 
- 1/4 cup feta cheese crumbles 
- Salt and pepper, to taste 
- 1/4 cup mozzarella cheese 
- 2 tablespoons red pepper flakes 
- 2 tablespoons olives, sliced 
- 2 cups arugula 
- 1/2 cucumber, sliced 
- 1/2 teaspoon pepper

Instructions:

1. Heat the olive oil and butter in a large skillet over medium-high heat.

2. Add the chicken breasts and cook for 5 minutes on each side until golden brown and cooked through.

3. In a small bowl, mix together the oregano, garlic powder, grill seasoning, red onion, feta cheese crumbles, salt, and pepper.

4. Sprinkle the feta cheese mixture onto each chicken breast.

5. Place the skillet in the oven and bake at 375 degrees F for 15 minutes.

6. Remove from the oven and top with the frozen spinach, mozzarella cheese, red pepper flakes, olives, arugula, cucumber slices, and pepper.

7. Return to the oven and bake an additional 10 minutes or until the cheese is melted and the chicken is cooked through.

8. Serve warm with a side of your favorite vegetable. Enjoy!"
"[""butter"", ""sugar"", ""almond extract"", ""flour"", ""salt"", ""milk chocolate kisses"", ""cream cheese"", ""egg yolk"", ""orange juice"", ""baking powder"", ""flaked coconut""]","Almond Butter Chocolate Kisses Recipe 
Ingredients: 
- 4 tablespoons butter 
- 2/3 cup sugar 
- 1 teaspoon almond extract 
- 1 cup flour 
- 1/4 teaspoon salt 
- 1/2 cup milk chocolate kisses 
- 1/2 cup cream cheese 
- 1 egg yolk 
- 1/4 cup orange juice 
- 1 teaspoon baking powder 
- 1/4 cup flaked coconut

Instructions: 
1. Preheat oven to 375°F (190°C).
2. In a medium bowl, use a hand mixer or stand mixer to beat together the butter and sugar until light and fluffy. 
3. Add the almond extract and mix until combined. 
4. In a separate bowl, sift together the flour, salt, baking powder, and coconut flakes. 
5. Gradually add the dry ingredients to the wet ingredients, mixing until just combined. 
6. Gently fold in the chocolate kisses. 
7. In a small bowl, beat together the cream cheese, egg yolk, and orange juice. 
8. Add this mixture to the batter and mix until just combined. 
9. Grease a 9×13 inch baking pan with butter. 
10. Spread the batter evenly into the pan. 
11. Bake for 25 minutes, or until a toothpick inserted into the center comes out clean. 
12. Let cool before slicing and serving. Enjoy!"
